"","time","S","I","R","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30","S31","S32","S33","S34","S35","S36","S37","S38","S39","S40","S41","S42","S43","S44","S45","S46","S47","S48","S49","S50","S51","S52","S53","S54","S55","S56","S57","S58","S59","S60","S61","S62","S63","S64","S65","S66","S67","S68","S69","S70","S71","S72","S73","S74","S75","S76","S77","S78","S79","S80","S81","S82","S83","S84","S85","S86","S87","S88","S89","S90","S91","S92","S93","S94","S95","S96","S97","S98","S99","S100","S101","S102","S103","S104","S105","S106","S107","S108","S109","S110","S111","S112","S113","S114","S115","S116","S117","S118","S119","S120","S121","S122","S123","S124","S125","S126","S127","S128","S129","S130","S131","S132","S133","S134","S135","S136","S137","S138","S139","S140","S141","S142","S143","S144","S145","S146","S147","S148","S149","S150","S151","S152","S153","S154","S155","S156","S157","S158","S159","S160","S161","S162","S163","S164","S165","S166","S167","S168","S169","S170","S171","S172","S173","S174","S175","S176","S177","S178","S179","S180","S181","S182","S183","S184","S185","S186","S187","S188","S189","S190","S191","S192","S193","S194","S195","S196","S197","S198","S199","S200","S201","S202","S203","S204","S205","S206","S207","S208","S209","S210","S211","S212","S213","S214","S215","S216","S217","S218","S219","S220","S221","S222","S223","S224","S225","S226","S227","S228","S229","S230","S231","S232","S233","S234","S235","S236","S237","S238","S239","S240","S241","S242","S243","S244","S245","S246","S247","S248","S249","S250","S251","S252","S253","S254","S255","S256","S257","S258","S259","S260","S261","S262","S263","S264","S265","S266","S267","S268","S269","S270","S271","S272","S273","S274","S275","S276","S277","S278","S279","S280","S281","S282","S283","S284","S285","S286","S287","S288","S289","S290","S291","S292","S293","S294","S295","S296","S297","S298","S299","S300","S301","S302","S303","S304","S305","S306","S307","S308","S309","S310","S311","S312","S313","S314","S315","S316","S317","S318","S319","S320","S321","S322","S323","S324","S325","S326","S327","S328","S329","S330","S331","S332","S333","S334","S335","S336","S337","S338","S339","S340","S341","S342","S343","S344","S345","S346","S347","S348","S349","S350","S351","S352","S353","S354","S355","S356","S357","S358","S359","S360","S361","S362","S363","S364","S365","S366","S367","S368","S369","S370","S371","S372","S373","S374","S375","S376","S377","S378","S379","S380","S381","S382","S383","S384","S385","S386","S387","S388","S389","S390","S391","S392","S393","S394","S395","S396","S397","S398","S399","S400","S401","S402","S403","S404","S405","S406","S407","S408","S409","S410","S411","S412","S413","I1","I2","I3","I4","I5","I6","I7","I8","I9","I10","I11","I12","I13","I14","I15","I16","I17","I18","I19","I20","I21","I22","I23","I24","I25","I26","I27","I28","I29","I30","I31","I32","I33","I34","I35","I36","I37","I38","I39","I40","I41","I42","I43","I44","I45","I46","I47","I48","I49","I50","I51","I52","I53","I54","I55","I56","I57","I58","I59","I60","I61","I62","I63","I64","I65","I66","I67","I68","I69","I70","I71","I72","I73","I74","I75","I76","I77","I78","I79","I80","I81","I82","I83","I84","I85","I86","I87","I88","I89","I90","I91","I92","I93","I94","I95","I96","I97","I98","I99","I100","I101","I102","I103","I104","I105","I106","I107","I108","I109","I110","I111","I112","I113","I114","I115","I116","I117","I118","I119","I120","I121","I122","I123","I124","I125","I126","I127","I128","I129","I130","I131","I132","I133","I134","I135","I136","I137","I138","I139","I140","I141","I142","I143","I144","I145","I146","I147","I148","I149","I150","I151","I152","I153","I154","I155","I156","I157","I158","I159","I160","I161","I162","I163","I164","I165","I166","I167","I168","I169","I170","I171","I172","I173","I174","I175","I176","I177","I178","I179","I180","I181","I182","I183","I184","I185","I186","I187","I188","I189","I190","I191","I192","I193","I194","I195","I196","I197","I198","I199","I200","I201","I202","I203","I204","I205","I206","I207","I208","I209","I210","I211","I212","I213","I214","I215","I216","I217","I218","I219","I220","I221","I222","I223","I224","I225","I226","I227","I228","I229","I230","I231","I232","I233","I234","I235","I236","I237","I238","I239","I240","I241","I242","I243","I244","I245","I246","I247","I248","I249","I250","I251","I252","I253","I254","I255","I256","I257","I258","I259","I260","I261","I262","I263","I264","I265","I266","I267","I268","I269","I270","I271","I272","I273","I274","I275","I276","I277","I278","I279","I280","I281","I282","I283","I284","I285","I286","I287","I288","I289","I290","I291","I292","I293","I294","I295","I296","I297","I298","I299","I300","I301","I302","I303","I304","I305","I306","I307","I308","I309","I310","I311","I312","I313","I314","I315","I316","I317","I318","I319","I320","I321","I322","I323","I324","I325","I326","I327","I328","I329","I330","I331","I332","I333","I334","I335","I336","I337","I338","I339","I340","I341","I342","I343","I344","I345","I346","I347","I348","I349","I350","I351","I352","I353","I354","I355","I356","I357","I358","I359","I360","I361","I362","I363","I364","I365","I366","I367","I368","I369","I370","I371","I372","I373","I374","I375","I376","I377","I378","I379","I380","I381","I382","I383","I384","I385","I386","I387","I388","I389","I390","I391","I392","I393","I394","I395","I396","I397","I398","I399","I400","I401","I402","I403","I404","I405","I406","I407","I408","I409","I410","I411","I412","I413","R1","R2","R3","R4","R5","R6","R7","R8","R9","R10","R11","R12","R13","R14","R15","R16","R17","R18","R19","R20","R21","R22","R23","R24","R25","R26","R27","R28","R29","R30","R31","R32","R33","R34","R35","R36","R37","R38","R39","R40","R41","R42","R43","R44","R45","R46","R47","R48","R49","R50","R51","R52","R53","R54","R55","R56","R57","R58","R59","R60","R61","R62","R63","R64","R65","R66","R67","R68","R69","R70","R71","R72","R73","R74","R75","R76","R77","R78","R79","R80","R81","R82","R83","R84","R85","R86","R87","R88","R89","R90","R91","R92","R93","R94","R95","R96","R97","R98","R99","R100","R101","R102","R103","R104","R105","R106","R107","R108","R109","R110","R111","R112","R113","R114","R115","R116","R117","R118","R119","R120","R121","R122","R123","R124","R125","R126","R127","R128","R129","R130","R131","R132","R133","R134","R135","R136","R137","R138","R139","R140","R141","R142","R143","R144","R145","R146","R147","R148","R149","R150","R151","R152","R153","R154","R155","R156","R157","R158","R159","R160","R161","R162","R163","R164","R165","R166","R167","R168","R169","R170","R171","R172","R173","R174","R175","R176","R177","R178","R179","R180","R181","R182","R183","R184","R185","R186","R187","R188","R189","R190","R191","R192","R193","R194","R195","R196","R197","R198","R199","R200","R201","R202","R203","R204","R205","R206","R207","R208","R209","R210","R211","R212","R213","R214","R215","R216","R217","R218","R219","R220","R221","R222","R223","R224","R225","R226","R227","R228","R229","R230","R231","R232","R233","R234","R235","R236","R237","R238","R239","R240","R241","R242","R243","R244","R245","R246","R247","R248","R249","R250","R251","R252","R253","R254","R255","R256","R257","R258","R259","R260","R261","R262","R263","R264","R265","R266","R267","R268","R269","R270","R271","R272","R273","R274","R275","R276","R277","R278","R279","R280","R281","R282","R283","R284","R285","R286","R287","R288","R289","R290","R291","R292","R293","R294","R295","R296","R297","R298","R299","R300","R301","R302","R303","R304","R305","R306","R307","R308","R309","R310","R311","R312","R313","R314","R315","R316","R317","R318","R319","R320","R321","R322","R323","R324","R325","R326","R327","R328","R329","R330","R331","R332","R333","R334","R335","R336","R337","R338","R339","R340","R341","R342","R343","R344","R345","R346","R347","R348","R349","R350","R351","R352","R353","R354","R355","R356","R357","R358","R359","R360","R361","R362","R363","R364","R365","R366","R367","R368","R369","R370","R371","R372","R373","R374","R375","R376","R377","R378","R379","R380","R381","R382","R383","R384","R385","R386","R387","R388","R389","R390","R391","R392","R393","R394","R395","R396","R397","R398","R399","R400","R401","R402","R403","R404","R405","R406","R407","R408","R409","R410","R411","R412","R413"
"1",1,996,10,0,1,4,1,0,3,0,0,1,1,1,1,2,1,2,2,2,3,2,4,3,4,7,2,1,1,2,2,2,2,1,2,2,3,2,3,3,3,4,1,1,2,3,1,2,1,3,2,3,2,2,2,4,3,3,3,4,1,5,2,4,5,3,4,2,1,2,3,4,1,1,3,2,2,2,1,3,2,3,2,3,3,2,3,1,1,4,3,4,2,3,3,1,1,2,3,1,2,2,2,2,2,3,4,3,3,2,2,2,3,1,3,2,2,2,2,4,2,4,1,2,3,1,1,2,5,2,2,1,2,2,4,1,3,4,2,1,1,2,2,3,2,2,7,1,4,4,2,2,3,4,2,2,4,1,1,1,1,4,4,3,4,3,4,3,2,4,1,4,1,2,2,2,2,1,2,1,3,1,2,1,3,1,4,2,2,4,4,4,2,3,2,4,2,3,2,5,1,6,1,5,3,4,3,2,1,3,3,3,2,1,2,3,3,3,2,3,3,2,1,3,2,2,4,2,2,3,1,3,1,2,1,4,2,2,3,3,3,2,2,1,4,2,3,2,3,1,3,1,3,6,2,1,1,1,3,4,4,3,2,3,2,5,3,3,1,1,3,4,2,2,2,3,3,2,3,3,6,3,1,1,4,1,5,2,3,6,3,4,4,2,2,1,3,2,2,4,2,3,1,2,3,2,4,2,2,2,1,2,3,2,3,5,4,4,3,1,2,2,3,2,2,4,2,3,2,1,3,2,1,3,3,2,4,2,1,1,4,1,1,2,3,2,1,6,3,1,1,2,2,1,2,2,4,2,2,2,3,1,2,1,3,2,6,2,3,4,2,2,2,2,1,2,1,4,2,2,2,3,1,1,1,1,3,1,2,3,2,2,1,3,3,3,4,3,3,1,5,2,2,2,3,1,3,1,1,3,2,2,1,1,4,2,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",2,994,11.3,0.7,0.9,4,1,0,3,0,0,1,1,0.9,1,2,1,2,2,2,3,2,4,3,4,7,2,1,1,2,2,1.9,2,1,2,1.9,3,2,3,3,3,4,1,1,2,3,1,2,1,3,2,3,2,2,2,4,3,3,3,4,1,5,2,4,5,3,4,2,1,2,3,4,1,1,3,2,2,2,1,3,2,3,2,3,2.9,1.9,3,1,1,4,3,4,1.9,3,3,1,1,2,3,1,2,2,2,2,2,3,4,3,3,2,2,2,3,1,3,2,2,2,2,4,2,4,1,2,3,1,1,2,5,2,2,1,2,2,4,1,3,4,1.9,1,1,2,2,3,2,2,7,1,4,4,2,2,3,4,2,1.9,4,1,1,1,1,4,4,3,4,3,4,3,2,4,1,4,1,2,2,2,2,1,2,1,3,1,2,1,3,1,4,2,2,4,3.9,3.9,1.9,3,2,4,2,3,2,5,1,6,1,5,3,4,3,2,1,3,3,3,2,1,2,3,3,3,2,3,3,2,1,3,2,2,4,2,2,3,1,3,1,2,1,4,2,2,3,3,3,2,2,1,4,2,3,2,3,1,3,1,3,6,2,1,1,0.9,3,4,4,2.9,2,3,2,5,3,3,1,1,3,4,2,2,2,3,3,2,3,3,6,3,1,1,4,1,5,2,3,5.8,3,4,4,2,2,1,3,2,2,4,2,3,1,2,3,2,4,2,2,2,1,2,3,1.9,3,5,4,4,3,1,2,2,3,2,2,4,2,3,2,1,3,2,1,3,3,2,4,2,1,1,4,1,1,2,3,2,1,6,3,1,1,2,2,1,2,2,4,2,2,2,3,1,2,1,2.9,2,6,2,3,4,2,2,2,2,1,2,1,4,1.9,2,2,3,1,1,1,1,3,1,2,3,2,2,1,3,3,3,4,3,3,1,5,2,2,2,3,1,3,1,1,3,2,2,1,1,4,1.9,3,1,1,0.9,1,1,0.8,1,1,1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0.1,0,0,0.2,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",3,990.4,14.2,1.4,0.8,3.9,0.7,0,2.8,0,0,1,0.9,0.8,1,2,1,2,1.9,2,3,2,4,3,4,7,2,1,1,2,2,1.8,2,1,2,1.9,3,2,3,3,3,4,1,1,2,3,1,2,1,3,2,3,1.9,2,2,3.9,3,3,2.9,4,1,5,2,3.9,5,3,4,2,1,2,3,4,1,1,3,2,2,2,1,3,2,3,2,3,2.9,1.9,3,1,1,4,3,4,1.9,3,3,1,1,2,2.9,1,2,2,2,2,2,3,4,3,2.9,2,2,2,3,1,3,2,2,2,2,4,2,4,1,1.9,3,1,1,2,5,2,2,1,2,2,4,1,2.9,4,1.9,1,1,2,2,3,2,2,6.9,1,4,4,2,2,3,4,2,1.9,4,1,1,1,1,4,4,3,4,3,3.9,3,2,4,1,4,1,2,2,2,1.9,1,2,1,3,1,2,1,3,1,4,2,2,4,3.9,3.8,1.9,3,2,4,2,3,2,5,1,6,1,5,3,4,3,2,1,3,3,3,2,1,2,3,3,3,2,3,3,2,1,3,2,2,3.9,2,2,3,1,3,1,2,1,4,2,2,3,3,3,2,2,0.9,4,2,3,2,3,1,3,1,3,6,2,1,1,0.9,3,4,4,2.9,2,3,2,4.9,3,3,1,1,3,4,2,2,2,3,3,2,3,3,6,2.9,1,1,4,1,4.9,2,3,5.8,3,4,4,2,2,1,3,2,2,4,2,3,1,2,3,2,4,2,2,2,1,2,3,1.9,3,4.9,3.9,4,3,1,2,2,3,2,2,4,2,3,2,1,3,2,1,3,3,2,4,2,1,1,4,1,1,2,3,2,1,6,3,1,1,2,2,1,1.9,2,4,2,2,2,3,1,2,1,2.8,2,6,2,3,4,2,2,1.9,2,1,2,1,4,1.8,2,2,3,1,1,1,1,3,1,2,3,2,1.9,1,3,2.9,3,4,3,3,1,5,2,2,2,3,1,3,1,1,3,2,2,1,1,4,1.9,3,1,1.1,1,1,1.2,0.8,0.7,1,1.1,0.9,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.2,0,0.3,0,0,0.2,0.3,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
